Content,Label
ไม่อยากจะเครียดนะแต่แบบพอมันนึกถึงก็กลัวอ่ะ กลัวความผิดหวังมากๆ ยิ่งใกล้วันยิ่งกดดัน ขอให้ติดเถอะขอร้อง 😭,neg
ไม่ติดจริงๆเหรอวะ... ใจเสียไปแล้ว แต่ถามว่ายังรอประกาศไหมนี่ก็ยังรออ่ะ,neg
ใครจ่ายเงินแล้วกลับมาลังเลแบบเราอ่ะ ฮือออ เครียด กลัวหลุด จะเป็นบ้าแล้วทุกวันนี้ ฮือออออ 😭😭😭,neg
โมโหนายกอ่ะ อีเหี้ยยยยย โมโหหหห ไม่เลือกงาน..ไม่ยากจน พ่องมึงดิ เศรษฐกิจชิบหายวายวอดแบบนี้ จะให้ทำงานอะไรก็ได้งั้นหรอ โมโหๆๆๆ อย่าดีแต่พูดลมปากเหอะ ถ้าระบบTCASดีนัก รุ่นเราไม่เป็นแบบนี้หรอก มองโลกความเป็นจริงด้วย ฝากบอกทปอ.ด้วยไม่ใช่หากินกับเด็กเก่งจ้า รอบล่ะคนละ100 เหอะๆ,neg
โทษตัวเองล้วนๆ คือความสะเพร่าของตัวเองโดนแท้จริง ดูวันและเวลาผิด มั่วแต่ดีใจเกินเหตุแล้วเป็นไงละอีหอย โดนสละสิทธิ์ไง คือเจ็บจนพูดไม่ออก สู้ใหม่รอบ5เลยจร้า,neg
โคตรสงสารตัวเองกับคนในรุ่น ที่เกิดมาเป็น เด็ก 61 ยังไม่ได้เรียนเลยเครียดชิปหาย พ่อแม่ก็หวังด้วย สงสารพ่อแม่,neg
โคตรท้อ รอโคตรนาน พอไม่ติดก็รออีก มีแต่รอ รอจนท้อชิบหายไปหมดละ แล้วเรื่องที่ไม่อยากคุยที่สุดยิ่งกว่าเรื่องน้ำหนักก็เรื่องที่เรียนเนี่ยแหละโว้ยยย ไม่ต้องพูดถึงได้มั้ยทั้งเพื่อนพ่อแม่พี่น้อง ไม่อยากคุย!! ท้อ ร้องไห้,neg
เห็นน้องไปโรงเรียนกันแล้วจิตใจหดหู่มากอีเวร ไม่สามารถหันไปคุยกับใครได้เลย,neg
เหนื่อยว่ะเลือกเรียนเอกชนก็ต้องมานั่งอธิบายชาวบ้านที่คอยห่วงใยอีกว่าทำไมถึงเรียน อิเวงตังก็ตังแม่กูปะวะ เป็นห่วงกูจริงจรีงงงงงงงงง เออกูโง่ กูคะแนนไม่ถึง กูขี้เกียจรอแล้ว กูเบื่อระบบทีแคส กูเบื่อมึงด้วย ยูโนววว,neg
เหนื่อยจะรอแล้วนะจิงๆ เหมือนเอาเวลามานั่งมองเล่นๆเลย กูโง่ไม่พอ กูต้องมาเดาอีกหรอว่าจะเลื่อนวันไปเมื่อไหร่อีก,neg
เสียเวลาชีวิตมากเลยค่ะ หน่วยงานจะทราบบ้างมั้ยคะว่าระบบมันห่วยมาก,neg
เสียเวลากูมาสองวันเต็มๆแต่เพื่ออนาคตกูอ่ะ กูต้องยอมมมมม😭😭😭😭,neg
เสียเงินก็เยอะระบบสมัครก็แย่ นี่เหรอการศึกษาของชาติ,neg
เวรกรรมอะไรของเรา 😌😥😭😏😩😒,neg
เลื่อนประกาศผลไปขนาดนี้รอบ4ประกาศ(19กค.) ซึ่งคาดว่าถึงตอนนั้นน่าจะล่มอีก ละเปิดเทอมสิงหา จะให้เด็กเอาเวลาไหนเตรียมตัวเข้าม. ไหนจะเรื่องหาหอ จองหอ ขึ้นทะเบียนนักศึกษา ระบบห่วยแต่ความซวยอยู่ที่นักเรียน เลื่อนกำหนดการทุกอย่างแล้วเลื่อนเปิดเทอมด้วยเลยดิ...,neg
เรียนเอกชนหรอทำไมโง่จัง? โง่เหี้ยอะไรบ้านกูมีตังไอสัด How to ตอบกลับเด็กกร่างที่คิดว่าแน่,neg
เป็นเด็กรุ่นนี้จนกูเครียดเปิดฟังเพลงดนตรีไทยจนร้องไห้อ่ะคือแบบอินเข้าไปในเพลงได้แล้วเข้าใจทุกอย่างแล้ว เหมือนจะไบโพลาร์แล้วอ่ะอิเวนน,neg
เชื่อแอพไหนได้บ้างคะ admission premiumก็อวยคะแนนกูซะจนเหมือนจะติด dek-d ก็กดคะแนนกูเหมือนยิ่งจมดินไปอี๊กกก😂,neg
เคลียดนานมาก เข้ารหัสไม่ได้สักที 😭😭,neg
เคลียดจังเลย กลัวไม่ติดจังเลย😭😭😭😭😭😭😭,neg
เครียดมากคือแม่เอาใบสมัครไปจ่ายผิดใบ 😩😭,neg
เครียดจนร้อง😭😭😭ไม่เคยเครียดเเบบนี้มาก่อน,neg
เข้ามาแล้วก็เครียด ทั้งเครียดทั้งกดดันทั้งกังวล ต้องรอต่อไปเรื่อยๆ,neg
อยู่ๆก็เครียดจนจะอ้วก การรอที่ยาวนานมันบั่นทอนสุขภาพจิตลามไปถึงสุขภาพกายจริงๆนะ อยากให้มันผ่านไปไวๆ เวลาคนมาถามเรียนที่ไหนนี่ยิ่งเป็นตัวกระตุ้นเลย ได้ยินแล้วอยากเอากำหนดการฟาดหน้า แม่ง ไม่รู้อะไรก็อยู่เงียบๆไปดิ้ //หัวล้อนนน😭,neg
อยากขอโทษพ่อแม่มากๆ ขอโทษที่ทำให้เสียใจ ขอโทษที่ทำให้ดีใจเก้อ ขอโทษที่ทำให้เสียเวลา เสียเงินเสียค่าน้ำมันไปส่งสัมภาษณ์ อยากบอกผู้ใหญ่ทั้งหลายด้วย ว่าทีหลังอย่าเอาความรู้สึก เอาอนาคตของเด็กมาล้อเล่นแบบนี้,neg
หาแดก กับผู้ใหญ่ไม่ได้มาหากับอนาคตของชาติและหรอ,neg
หลายคนต้องมาเสียเวลากับความไม่พร้อมของคนกลุ่มเดียว,neg
หมาไม่แดกมากเถอะ เลือกคณะก่อนรู้คะแนน สอบได้ครั้งเดียวไม่มีโอกาสแก้ตัว ระยะเวลาแต่ละรอบก็นานเกิ้นน จนตอนนี้เด็กเขาจะเปิดเทอมหมดล่ะ จนตอนนี้ยังไม่มีที่เรียน บางครั้งก็ยังลังเลกับตัวเอง งง สับสนไปหมดล่ะ ว่าตัวเองชอบอะไรกันแน่ เพราะมันต้องสมัครใหม่แต่ละรอบ แล้วแต่ละวันไม่กล้าออกบ้านล่ะ ต้องมาเจอกับคำถามที่ว่า มีที่เรียนยัง สอบติดยัง จะติดตอนไหน บลาๆ เหนื่อยที่ต้องมาตอบซ้ำๆเรื่องเดิมๆ จนสภาพจิตใจแย่ไปหมด ก็เริ่มสับสนระหว่างจะเรียนต่อกับทำงานเลยดีไหม ? มีแต่เรื่องแย่ๆ เฮ้อออ ต้องใช้อีกกี่น้ำตาให้เธอเห็นใจ 😭,neg
สุดท้ายก็ไม่ได้เลือกที่ที่ฝัน,neg
สมัครครั้งไหนบ้างที่เว็บจะไม่มีปัญหา 😡😡,neg
สถานการ์ณแบบนี้ ใช้คำว่าระบบการศึกษาต่อได้อีกหรอ ล้มเลิกไปเถอะ เหนื่อยมาก ฮือ,neg
สงสารคนข้างบ้านมากอะ ติดตามมาตั้งแต่รอบแรก ถามตลอดเลยติดที่ไหนแล้วบ้าง ได้ที่เรียนรึยัง จนตอนนี้ก็แปดเดือนได้ก็ยังคงติดตามมาตลอด รออีกนิดนะคะ TT,neg
วุ่นวายเหมือนเดิมประเทศไทย เพิ่มเติมคือกว่าเดิม พัฒนายังไงให้วุ่นวายกว่าเดิม งงค่ะ!,neg
รู้สึกท้อแท้กับชีวิตมากอะ 😭,neg
รู้มั้ย กูอยากเห็นอะไร อยากเห็นผู้ใหญ่ในทปอ.ก้มหัวแสดงความรับผิดชอบต่อหน้าสื่อ มึงงามหน้าขนาดนี้พูดลอยๆมาแค่ขอโทษเบาๆแล้วเปลี่ยนเรื่อง ที่ญป แค่ไอติมเขาจะปรับขึ้นราคามาเยนนึงผู้บริหารทั้งบอร์ดยังมาก้มหัวหน้าตึกขอโทษผู้บริโภค นี่กับเด็กม.6 เป็นแสน ไม่คิดจะรับผิดชอบหน่อยหรอ,neg
รอที่เรียนจนเป็นบ้า เห็นอะไรก็ขำไปหมด,neg
มึงเมื่อไหร่เราจะได้นายกคนใหม่ ทนเห็นเหี้ยไรแบบนี้โคตรทำรายจิตใจกับความโง่ของแม่งเลยเบื่อมาก,neg
มีใครโดนบังคับให้เรียนอันที่เราไม่ชอบบ้าง เราเครียดมาก ยิ่งถ้ารอบนี้เราไม่ติดคณะที่เราเลือกเราต้องได้ไปเรียนอันที่ครอบครัวอยากให้เรียนอ่ะ😭,neg
มีชื่อสัมคณะที่ชอบแล้ววว แต่ม.ที่ติดไกลบ้านมากเลยกลัวแม่ไม่ให้ไป 😭,neg
พิมพ์ใบสมัครไม่ได้😭😭,neg
ผู้ใหญ่รังแกฉัน มันเย้ากับชีวิตตอนนี้มาก 😂😂😂😂,neg
ประสาทแดกหมดแล้ว ถามกันอยู่ได้เรียนไหน #อหหหห ยังไม่มีที่เรียนเว้ยยย #ขี้เสือก,neg
ประกาศเร็วกว่านี้หน่อยไม่ได้หรอ เด็กฟุ้งซ่านไปหมดแล้วโว้ย,neg
บอกเลยว่า เหี้ยมาก =..= รู้สึกไร้อนาคตมากตอนคะแนนออก รู้สึกท้อมากด้วย สอบก็มีรอบเดียว คะแนนก็กลัวจะยื่นที่ไหนไม่ได่เพราะไม่รู้เกณฑ์คะแนนใหม่ คือเครียดมาหลายเดือนมาก ลดรอบการวิ่งสอบก็จริงแต่กูเครียดหนักกว่าเดิมมมมม,neg
น่าเบื่อนะ นอนยุบ้านเฉยๆเนี่ย นอนรอที่เรียน นอนรอมหาลัยเปิด นอนรอไรก็ไม่รู้ ไม่รู้ว่าจะติดไม่ติดด้วยซ้ำ ได้แต่รออ่ะ งานก็ไม่มีทำ เงินก็ไม่มีเที่ยว ไปไหนก็ไม่ได้ 😭😭😭😭,neg
นี่คือรำคาญครูเเนะเเนวที่รร.มากเร่งเร้าจะเอารายชื่อมหาลัยอยู่ได้ คือมันสำคัญมากเลยหรอ บ้าบอออ มาเป็นกูดูมั้ย กดดันสัส,neg
นั่งร้องไห้เพราะสมัครไม่ได้ ....ขอเหลือน้ำตาไว้ตอนติดรึไม่ติดบ้างได้ไหม ทปอ 😭,neg
นอกจากสงสารตัวเองแล้ว ยังสงสารแม่อีกอ่ะ เราอยากให้แม่ภูมิใจในตัวเรา เราเลยเลือกสิ่งที่คิดว่ามันจะดีกับเราในระยะยาว ทำให้เราหวังมากขึ้นไปอีก แม่ก็เครียด แม่นอนไม่หลับมาตั้งแต่คืนที่เราลุกไปสมัครสอบตอนตี4แล้ว แต่แม่ก็ต้องไปทำงานทุกวัน เราอยากติดแล้วจริงๆนะ เป็นห่วงแม่ 😭,neg
ท้อจนบางทีก็นั่งๆอยู่ก็คิดว่า ไม่อยากเรียนแล้วอ่ะ,neg
ทั้งๆที่ไม่ค่อยโอเคกับรอบ3 แต่ก็เสือกสมัครเพราะอยากมีที่เนียนแล้ว... เออ กูเอง😭 เพราะความอยากมีที่เรียนของกูอ่ะ กูเลยไม่อยากไปสมัครรอบ4 แต่ก็เสือกบ่นให้รอบ3 กู กูเอ๊งงงง!!!!!,neg
ตอนแรกก็ไม่ค่อยเครียดหรอก ตอนนี้เริ่มเครียดแล้วจ้า😭😭,neg
ตอนนี้รอประกาศผลจนฟุ่งซานล่ะ นานเกิ้นแถมไม่รู้ว่าจะทำไรด้วย แมร่งภาวนาให้แต่ถึงวันที่ 29 เร็วๆ แมร่งโครตอึดอัดเลย,neg
ตอนนี้คือเครียดเรื่องสัมภาษณ์ คือถ้าผ่าน ก็ดีไป แต่ถ้าไม่ผ่านนี่ดิ จะทำไงวะ ไหนจะวางแผนเรื่องอันดับ แล้วถ้าเข้าไปสมัครละเว็บล่ม เห้ออ เครียด ทำไมเด็ก61มันเครียดขนาดนี้ ระบบเหี้ยนี่แหละทำให้กูลุกไปไหนไม่ได้ ลุ้นตลอดเวลา เหนื่อยโว้ยยย!!!!,neg
จริงๆนะ คือไม่มีใครเข้าใจ #dek61 เท่าพวกเรากันเองแล้วอะ อยากนัดทุกคนไปยื่นกอดคอร้องไห้55555555 แม่งหนักจริง ว่าจะไม่เครียดแต่แม่งก็อดไม่ได้,neg
จนตอนนี้หนูยังพยายามเข้าเว็บอยู่ ล่มเก่งอีดอก,neg
คือแบบความรู้สึกแม่งโครตแย่อ่า ต้องคอยตอบคำถามคนนั้นคนนี้โน่นนั่นนี่ โอ้ยยยยยย ละที่สำคัญละ เครียดจนประสาทจะแดกกกกไมเกรน!!! คือหมดตังเยอะมากอ่ากับคำว่าสมัครนั่นนี่ บางที่นะแม่งบอกรอบพอตๆไม่ดูพอตดูเกรด!!! เกรดน้อยก้อแพ้ไป คือแบบแย่มากอ่า ห่วยมากเลยยย บางคนก็รอจนรากจะออกก้น คือแบบคิดมากไง กูจะมีที่เรียนป่าววะ กูอยากเรียนอันนี่ชอบอันนี้แต่ไม่ได้หวะ งั้นงี้ สารพัดปัญหา จนตอนนี้กูก็ยังไม่มีที่เรียน ไม่มีโอกาสแก้ตัว พลาดคือพลาด กูยากที่จะอธิบาย #เหนื่อยสัส,neg
คือเมื่อคืนฝันดีมาก ฝันว่าได้ใส่ชุดนิสิต ละมีอวดคนอื่นอ่ะ รู้เลยว่าตอนนี้ตัวเองเครียดและหวังไว้สูงมาก,neg
คะแนนน้อย ไม่ถึงเกณฑ์แต่ก็หน้าด้านยื่นอะเอ้ออ,neg
ความห่วยแตกของระบบในปีนี้ไม่ใช่แค่ระบบรวน เว็บล่ม เด็กกั๊กที่กันเยอะ แต่การที่ระบบห่วยแบบนี้จะส่งผลให้เด็กในปีนี้หลายพันคนยอมจะทิ้งความฝันตัวเองเพื่อแลกกับความสบายใจว่ามีที่เรียน และมันจะส่งผลเป็นโดมิโน่ไปถึงรุ่นต่อๆไปอีก พิจารณาตัวเองได้แล้วนะทปอ.,neg
ขำไม่ออกแต่อยากขำและนอนน้ำตาร่วงอยู่,neg
Dek61รุ่นนี้เสียเปรียบเห็นๆอ่ะ กว่าจะติดก็ครึ่งค่อนปี จะซิ่วก็ไม่ได้อีก เพราะ เตรียมตัวไม่ทัน มีใครใหัมากกว่านี้อีกมั้ยคะ,neg
แค่คณะนี้เอง ทำไมล่ะ ทำไม แค่นี้ของคุณ มันแม่งเป็นสุดยอดของเราเว้ย อย่ามาดูถูกความชอบของคนอื่นสิ ชอบยุ่งจัง พวกไม่ได้ช่วยจ่ายค่าเทอมสักบาทเนี่ย,neg
สินค้าด้อยคุณภาพ,neg
สินค้าหมดทำไมไม่แจ้งขึ้นว่าหมดอะ.กดใส่ตะกร้าไปเถอะ.เซ็งเรย,neg
อย่าทำแบบนี้กับใครอีกนะค่ะแย่มากค่ะ,neg
คือเเบบผิดหวังมาก เเย่ที่สุดได้ของมาฝาเเตก เเตกนิดหน่อยไม่ว่าเเตกเยอะมาก ครั้งเดียวพอจบเเยก😢,neg
ส่งช้าจัง รอนานมาก ยกเลิกก้อไม่ได้,neg
แย่มากกกกกกค่ะ เอาของพังมาให้ฉุนมาดค่ะไม่พอใจเป็นอย่างมากค่ะ. ส่งของ ก็ไม่ได้ใบเสร็จ. ไม่ไหวจะเคลียร์,neg
ไม่แนะนำซื้อมาใช้ได้วันเดียวใช้ไม่ได้แล้ว,neg
แย่ๆสั่งสินค้าไปหลายวันแล้วไม่ส่งให้สักทีเหนื่อยกับการรอคอย,neg
เสียความรู้สึกอย่างมาก สวยแต่ในรูปใส่ได้ครั้งเดียว ไม่ดี,neg
ใช้เดือนเดียวพังแย่ๆมากๆ,neg
เสียใจความรู้สึกมากกระเป๋าบางมากไม่ตรงกะแบบสินค้าที่ลงการแพ็คของส่งก็แย่เอาถุงดำที่ใส่ขยะแถมสกปรกมากทำไมไม่ตรวจสอบก่อนส่งถึงมือลูกค้าเราไปซื้อของคุณนะไม่ได้ไปขอฟรีๆปรับปรุงด่วน!!!!,neg
การส่งของแย่มาก ขนาดตะโกนว่ารอเดี๋ยว ยังโยนสินค้าข้ามรั้ว ถ้าโน้ตบุคเสียหายจะทำยังไง,neg
ใช้ในรถระบบเสีย พังใช้ต่อไม่ได้,neg
ผิดหวัง ลบไม่ออก,neg
หมดอายุแล้วไม่ควรเอามาลงขายค่ะเสียใจผิดหวังมากๆค่ะกว่าจะหมดแพงด้วยนะ,neg
ส่งช้ามาก ตอนนี้ยังไม่ได้ของ,neg
ได้รับของแล้วผิดหวังมาก ไม่ดีเลยค่ะ,neg
สินค้าไม่มีคุณภาพสายกางเกงไม่เท่ากัน,neg
ช้าสุดๆรอจนรำคาญละ,neg
สินค้าไม่เหมือนในรูป ผิดหวังมาก เย็บไม่ดีเลย,neg
ใช้แล้วสิวขึ้นเต็มเลยไม่รู้แพ้รึเปล่า....เซ็งเลยเหลือตั้งเยอะเสียดายมาก,neg
คุณภาพแย่มากใช้งานไม่ได้แม้แต่ครั้งเดียว,neg
ผิดหวังมาก ไม่แนะนำให้ใช้ค่ะ,neg
สรุปแพงกว่าท้องตลาดคะแย่มากเสียความ,neg
รู้สึกผิดหวังมาก ไม่ใช่แบบที่หวังไว้เลยย,neg
แย่มากๆๆๆๆ ไม่ส่งของแถมมาให้ตามที่โฆษณา,neg
งานไม่ค่อยดี ไม่สมกับราคา,neg
แย่มากเลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง,neg
ใช้ได้ไม่กี่เดือนก็พังล่ะยังใช้ไม่คุ้มกับราคาที่ซื้อมาเลย,neg
เสียดายที่ไว้ใจใช้บริการผิดหวังมาก เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไปไม่สั่งแล้ว แย่มากๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,neg
แย่มากอย่าสั่งนะ,neg
แย่มาก รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่แย่สุดๆ สินค้าไม่สมกับราคาเลย,neg
แย่มากเสียดายเงิน,neg
สินค้ามีรอยตำหนิ เป็นรอยง่าย,neg
สินค้าคุณภาพแย่มาก วัสดุเหมือนหมดอายุแล้ว,neg
สินค้าส่งมาแตกหัก ยังไม่ได้ประกอบเลย เสียความรู้สึก,neg
ซื้อแล้วผิดหวังสินค้าไม่มีคุณภาพ,neg
แย่มาก บิดน้ำไม่แห้ง เสียดายตังมาก,neg
ตกใจมาก โคตรแย่ ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดมีกลิ่นไหม้กับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย,neg
ไม่พึงพอใจเลย  สินค้าผลิตจากพลาสติกด้อยคุณภาพ  ก๊องแก๊งมาก,neg
แพ็คของไม่ดีมากเลยครับข้างในกล่องฉีกขาดไม่สวยเลย,neg
คุณภาพสินค้าไม่น่าประทับใจ,neg
วัสดุแย่ ขาดง่าย เสียดายเงิน,neg
อย่าขายเลย ยกเลิกโปรนี้เถอะ เสียความรู้สึก ดูมาหลายเดือนละ,neg
แบตแย่มากค่ะ หมดเร็วมาก รับประกันไม่ได้ชวยอะไรเลย,neg
เห็นแล้วรู้สึกแย่ ไม่มั่นใจในสินค้าร้านนี้,neg
คุณภาพแย่มากค่ะ ใช้ครั้งแรกมีกลิ่นไหม้ออกมาเลยแถมข้าวไม่สุกด้วย,neg
เสียเวลามากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ เสียเงินซ้ำอีก ระบบการทำงานแย่มาก มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้,neg
หลอกลวง ต้มตุ๋น เอาของปลอมมาขาย ร้านโจร,neg
เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน,neg
สั่งซื้อแล้วอยู่ดีๆมายกเลิก เสียความรู้สึกเลยครับ,neg
ไม่เป็นไปตามที่โฆษณา ส่งสินค้าไม่ตรงตามกำหนด เมื่อสินค้ามีปัญหาไม่รับผิดชอบใด,neg
ไม่ซึมซับลูกอับชื้นโฆษณาเกินจริงเสียเงินฟรีไม่คุ้มแย่มาก,neg
ไม่มีคู่มือ แย่มากครับ กล่องก็ไม่มี ใส่ถุงมาให้ ทุเรศมากครับ,neg
สินค้าไม่ตรงปก ของคุณภาพร้อยกว่าบาท แย่ๆ,neg
แย่มากๆสั่งของจ่ายเงิน แต่ไม่ได้ของ!,neg
ใช้ได้แป็บเดียวพังแล้ว,neg
สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก,neg
ซื้อมายังไม่ทันเล่นเลยพังซะแล้ว,neg
เสียความรู้สึกค่ะมาไม่ตรงที่สั่ง,neg
มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย,neg
สินค้าคุณภาพไม่ค่อยดี,neg
สินค้ามีตำหนิ แย่มากๆ ไม่ไหวๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ,neg
เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก,neg
ขนส่งก็ช้าสินค้ามีตำหนิแพ็คสินค้าไม่ดีมีรอยบุบ,neg
สินค้าเหมือนของปลอม เนื่อครีมเหมือนซอง 10 บาท บรรจุภัณฑ์เหมือนก๊อปมา ไม่เหมือนของจริงในห้างเลย เสียดายตังค์ ซื้อมาทิ้ง,neg
รายการไม่ดี ที่จับไม่ดีและสั้น,neg
,neg
ถ้ากระบะกันชนเหล็ก all new dmax ต้องเพิ่มสเกิร์ตเข้ารูปอีกชิ้น ราคา 1000บ คับ,neu
ถ้าราคาพอๆกับเมืองนอก รายได้พอๆกับเมืองนอก คงขับกันเกลื่อนยิ่งกว่าอัลติสอีกนะ,neu
นโยบายนี้ Ford ใช้มาตั้งนานแล้ว พึ่งรู้ว่า Nissan ใช้ นโยบายนี้เหมือนกัน หึหึ,neu
เป็นสปอนเซอร์รึDr.Jill เนี่ย เด้วนี้ให้ดารามาออก แล้วตบท้ายก็ขายของบ่อยมากค่ะ,neu
เปิดภาพชุดวันสุดท้าย ‘ดุสิตธานี’ ก่อนทุบสร้างใหม่ #มติชนออนไลน์ #ปิดดุสิตธานี,neu
เปิดรายละเอียด New ISUZU X-Series ใหม่...มีอะไรเปลี่ยนไปบ้างมาชมกันค่ะ 😮😮😮,neu
ผู้ชนะมีเพียงหนึ่งเดียว เชียงราย จะคว้าแชมป์Chang FA Cup2017 #ChangFAcupFinal,neu
มีบัตรเข้าชมมอเตอร์โชว์ ที่อิมแพคเมืองทองแจกมั้ยคะ. สนใจ ชม รถ Honda ในงานค่ะ,neu
เมืองไทยมันผูกขาดอยู่3รายแค่นั้น ซี พี เบียร์ช้าง กระทิงแดง กดหัวคนทั้งประเทศ,neu
ยอมใจพี่นิสสัน!! รถราคา 5 แสน แต่ราคาทะเบียนซื้อรถข้างๆ ได้ 3 คันเลยทีเดียว!!,neu
ยังมีให้ร่วมสนุกอีกหลายรอบครับ เป็นกิจกรรมแบบด่วนๆ ติดตามได้เรื่อยๆ นะครับ :D,neu
เย็นนี้พบกับพี่หมื่นคชาในงานอุ่นไอรัก นะครับ อย่าลืมแต่งสวยหล่อไปถ่ายรูปกันนะ,neu
ร.พ.ขอนแก่นยกระดับรักษา เตรียมเปิดศูนย์มะเร็งเต้านมครบวงจร แห่งแรกของภาคอีสาน,neu
ราคาที่ไทย 1980 บ สินค้าหิ้วจากมาเลย์ ราคา 890 บ รวมส่ง EMS หมดอายุปี 10/2019,neu
"ส่ง ""เบียร์ใหม่"" รัวๆตัดหน้าช้าง สิงห์เสิร์ฟ ""สโนวี่-โครเนนเบิร์ก"" ชนไฮเนเก้น",neu
สนใจเป็นรถISUZU รุ่นไหนอยู่ครับ? ลองเลือกรุ่นรถจากใบราคาที่แนบมานี้ได้เลยครับ,neu
สะกดทุกสายตา...ซูซูกิเผยโฉม All New Suzuki SWIFT ในงานมอเตอร์โชว์ ครั้งที่ 39,neu
สำหรับรับประทานที่ร้าน วันจันทร์ - ศุกร์ เวลา 11.00น. -15.00น. เท่านั้นค่ะ ^^,neu
สำหรับลูกค้าบัตรสมาชิก VIP สามารถสมยอดการใช้บริการในบัตรครบตามเงื่อนไขนะคะ ^^,neu
หลุด Mitsubishi Triton 2018 เวอร์ชั่นอเมริกาใต้ ปรับดีไซน์ต่างไม่เหมือนของไทย,neu
องค์บากไลฟ์ เปิดการแสดงที่ โรงละคร ULTRA ARENA ชั้น 6 ของ SHOW DC #OngBakLive,neu
เอ็งแดกแสง ซึ่งมันเป็นรัมจนชินป่าว ตัวนี้มันวิสกี้ เด่วข้าลองก่อนค่อยมาด่า 55,neu
#Mazda3skyactiv #เปลี่ยนน้ำมันเครื่อง #เปลี่ยนกรองแอร์ #เปลี่ยนผ้าเบรค เจียจาน,neu
#ที่เขียนคิ้วกันน้ำ เมลินดา แท่งละ 80฿ รีบสั่งกันนะค่ะ สงกรานต์ของมันต้องมีค่ะ,neu
Toyota เตรียมใช้ขุมพลังโรตารี่ของ Mazda ผลิตพลังงานไฟฟ้าให้กับรถต้นแบบรุ่นใหม่,neu
ขับรถบนพื้นหิมะกับมาสด้า Skyactiv-x 2018 https://www.posttoday.com/auto/547022,neu
จัดหนักจัดใหญ่งานยิ่งใหญ่มากๆ #อั้มพัชราภา #ลุ้นรับจับแจก #ongoing #toyotabuzz,neu
ดรีม 'มมม สาขาที่ร่วมรายการมีดังนี้ค่ะ โลตัส สมุย บิ๊กซี สมุย เซ็นทรัล สมุย ^^,neu
น่าจะแปลให้สื่อฝรั่งเอาไปเตือนชาวต่างประเทศ ลงท้ายตัวใหญ่ๆ ว่าวิจัยจากไทยแลนด์,neu
ประกาศหาบ้านให้ต้นไม้จากซอนริมทางรถไฟบางซื่อค่ะ ขอรบกวนฝากRTและขอบคุณทุกRTนะคะ,neu
เปิดภาพทีเซอร์! รถยนต์ Nissan Altima ถอดแบบจาก V-Motion 2.0 เผยโฉมปลายเดือนนี้,neu
พรุ่งนี้ตามป้าเร็นที่เอเชียทีค ไม่รู้ว่าแม่เจ้าหญิง หรือสันติบาลจะลากตัวกูก่อน,neu
"มติชน - สนง.ทรัพย์สินจุฬาฯเตรียมพลิกโฉม ""ลิโด้"" เป็นช็อปปิ้งเซ็นเตอร์ในปี 2557",neu
มาเช็คอาการบ่งชี้ #มะเร็ง ด้วยตัวเองกันค่ะ รู้ก่อน รักษาได้ทันนะคะ Cr. BBCThai,neu
มีร้านหงส์ทองที่เมกะบางนาค่ะ สะดวกไปซื้อมั้ยค่ะ หรือสะดวกสั่งทางไปรษณีย์ได้ค่ะ,neu
ไม่สนนี่ไม่น่าจะใช่นะครับเพราะนิสสันประเทศไทยกำลังจะเอาเข้ามาขายภายในปีนี้แล้ว,neu
รักษามะเร็งลำไส้ใหญ่จนอาการดีขึ้น ดื่มน้ำสกัดนี้ 3 เดือน “แชร์จากผู้ป่วยจริง!!,neu
ราคาไม่ใช่ประเด็นสำหรับไทยแลนด์ 4.0แต่บริการหลังการขายจะดีแค่ไหน..ฟอร์ดโฟกัส..,neu
สนใจมาร่วมงานเปิดตัวswiftตัวใหม่ได้ที่โชว์รูมซูซูกิอ่างทองวันพรุ่งนี้ได้น่ะค่ะ,neu
สาขาที่ร่วมรายการมีดังนี้ เซ็นทรัล พระราม 3 โลตัส พระราม 4 บิ๊กซี พระราม 4 ค่ะ,neu
แสดงว่านังฟ้ามันรวยพอตัว เพราะมันกินแบล็ค ปกติก็ก็แค่285 (อ่านนส.8บันทัดต่อปี),neu
หม่อมเจ้าจุลเจิม ทรงโพสต์เพลง “หนักแผ่นดิน” บอกเนื้อร้องเข้ากับยุคสมัยปัจจุบัน,neu
